Bahasa,Penilaian,Saran,Kategori,Tahun
id,3.0,-,Registrar Office,2022
id,4.0,Dosennya ramah,Registrar Office,2022
id,3.0,tidak ada,Registrar Office,2022
id,4.0,"Informasi yang diberikan jelas, dan staff sangat membantu dalam menyelesaikan masalah",Registrar Office,2022
id,3.0,Layanan sudah baik dan mudah,Registrar Office,2022
id,3.0,Semoga lebih cepat dan tanggap dalam mengatasi suatu masalah,Registrar Office,2022
id,3.0,Mohon tidak mendadak ketika di suruh bayar,Registrar Office,2022
id,4.0,Cukup puas,Registrar Office,2022
id,4.0,sangat ramah,Registrar Office,2022
id,4.0,Sangat baik,Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,4.0,sangat baik dan membantu,Registrar Office,2022
id,3.0,"Baik, dan tetap diperhatikan",Registrar Office,2022
id,3.0,sangat baik dan membantu,Registrar Office,2022
id,3.0,"Mungkin lebih cepat respon di email, tapi untuk sekarang sudah bagus",Registrar Office,2022
id,3.0,lebih fast respon,Registrar Office,2022
id,3.0,Sudah memuaskan,Registrar Office,2022
en,3.0,All good,Registrar Office,2022
id,3.0,SEP saya sudah setengah tahun belum diproses,Registrar Office,2022
id,3.0,"mohon untuk update data mahasiswa lebih respnsif dan up to date, agar data data mahasiswa yang ditampilkan di sistem UPH mobile sesuai dan akurat  dan mengurangi terjadiny kesalahan",Registrar Office,2022
id,4.0,Mantab,Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,4.0,Sudah baik,Registrar Office,2022
id,3.0,Sangat baik,Registrar Office,2022
id,4.0,sangat membantu,Registrar Office,2022
id,4.0,Sangat Puas,Registrar Office,2022
id,3.0,Tidak ada,Registrar Office,2022
id,3.0,lebih ramah lagi,Registrar Office,2022
id,3.0,Sejauh ini sudah baik,Registrar Office,2022
id,3.0,Tidak ada,Registrar Office,2022
id,4.0,Sudah baik,Registrar Office,2022
id,4.0,pelayanan baik,Registrar Office,2022
id,3.0,Cukup,Registrar Office,2022
id,3.0,Tidak ada,Registrar Office,2022
id,4.0,sudah sangat bagus,Registrar Office,2022
id,4.0,Sudah baik,Registrar Office,2022
id,3.0,Sudah sangat baik,Registrar Office,2022
id,4.0,Bagus,Registrar Office,2022
id,4.0,Sudah sangat baik,Registrar Office,2022
id,3.0,Sudah baik,Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,3.0,Tidak ada,Registrar Office,2022
id,3.0,Cukup Baik,Registrar Office,2022
id,3.0,Puas,Registrar Office,2022
id,3.0,Cukup,Registrar Office,2022
id,4.0,Sudah sangat baik,Registrar Office,2022
id,3.0,Sudah sangat baik,Registrar Office,2022
id,4.0,sangat puas,Registrar Office,2022
id,3.0,Puas,Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,3.0,baik,Registrar Office,2022
id,3.0,Staff sebaiknya lebih ramah dan santun dalam memberi teguran serta memiliki alur prosedur yang jelas,Registrar Office,2022
id,3.0,Sudah baik,Registrar Office,2022
id,3.0,Sudah bagus,Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,3.0,Tidak ada komentar,Registrar Office,2022
id,4.0,sudah bagus,Registrar Office,2022
id,4.0,Ramah,Registrar Office,2022
id,3.0,Layanan registrar office sudah baik,Registrar Office,2022
id,3.0,sudah baik,Registrar Office,2022
id,4.0,Puas,Registrar Office,2022
id,3.0,baik,Registrar Office,2022
id,4.0,Selalu sigap dan cukup sabar dalam menyampaikan informasi terkait keperluan akademik,Registrar Office,2022
id,3.0,"Saya beberapa kali hampir terlambar membayar administrasi, dikarenakam tidak membuka OPCS, harapan saya mungkin lebih baik apabila dari pihak kampus dapat memberikan informasi layanan administrasi pembayaran melalui chat whatsapp sehingga mahasiswa dapat mendapatkan informasi pembayaran tanpa harus mengecek website OPCS",Registrar Office,2022
id,4.0,Sangat baik,Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,3.0,Cukup Baik. Sarannya adalah lebih cepat dalam memberikan info,Registrar Office,2022
id,4.0,Lebih tanggap lagi.,Registrar Office,2022
id,3.0,Sangat tidak ramah dan perlu di evaluasi besar besaran dalam segi etika dan norma,Registrar Office,2022
id,3.0,Ok,Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,3.0,Cukup Baik,Registrar Office,2022
id,4.0,Sudah bagus dan ramah,Registrar Office,2022
id,4.0,baik,Registrar Office,2022
id,4.0,pelayanan sangat baik,Registrar Office,2022
id,3.0,Sudah sangat baik,Registrar Office,2022
id,4.0,Sudah bagus,Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,3.0,Layanan sangat baik dan ramah,Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,3.0,-,Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,3.0,Respon untuk membalas email harap lebih ditingkatkan,Registrar Office,2022
id,4.0,Sangat membantu,Registrar Office,2022
id,3.0,Lbh cepat,Registrar Office,2022
id,3.0,"Database akademik mahasiswa S3 agar selalu di-update (pengalaman yang lalu terjadi kelambatan dalam updating data berkas dokumen sehingga masih tertera status ""incomplete"")",Registrar Office,2022
id,4.0,Sudah baik,Registrar Office,2022
id,2.0,mudah untuk dihubungi dan cepat menindaklanjuti permintaan mahasiswa,Registrar Office,2022
id,3.0,Ramah,Registrar Office,2022
id,3.0,"Baik, memadai",Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,4.0,layanan adak sudah sangat memuaskan,Registrar Office,2022
id,3.0,Keperluan transkrip dapat diberikan secara gratis,Registrar Office,2022
id,2.0,Lebih tanggap dan cepat,Registrar Office,2022
id,3.0,Proaktif memberikan informasi,Registrar Office,2022
id,3.0,Mempersimpel sistem,Registrar Office,2022
id,4.0,Responsif,Registrar Office,2022
id,3.0,Good,Registrar Office,2022
id,2.0,sebisa mungkin fast respon,Registrar Office,2022
id,3.0,-,Registrar Office,2022
id,3.0,Lebih cepat merespon,Registrar Office,2022
id,2.0,terkadang sudah mengumpulkan berkas namun terskip dan dianggap belum mengumpulkan,Registrar Office,2022
id,3.0,ditingkatkan  sifat ramahnya,Registrar Office,2022
en,3.0,Good,Registrar Office,2022
id,4.0,Selalu memberikan informasi yang luas dan bermanfaat.,Registrar Office,2022
id,3.0,member fast response,Registrar Office,2022
id,3.0,-,Registrar Office,2022
id,3.0,Lebih informatif,Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,4.0,Ok,Registrar Office,2022
id,4.0,Sudah baik,Registrar Office,2022
id,4.0,-,Registrar Office,2022
id,4.0,Tetap menjaga keramahan,Registrar Office,2022
id,3.0,Fasilitasnya Bagus,Registrar Office,2022
id,3.0,Sudah baik,Registrar Office,2022
id,4.0,Baik dan first respond,Registrar Office,2022
id,3.0,"jika memungkinkan, lebih baik jika RO menjawab chat/email dengan lebih cepat",Registrar Office,2022
id,4.0,Melayani dan membantu seluruh mahasiswa/i dengan baik dan ramah,Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,2.0,"jangan terlalu slowresp, dihubungi sana sini gaada respon sedangkan mahasiswa/alumni lagi butuh dokumen yang ada di ADAK dalam waktu cepat.",Registrar Office,2022
id,2.0,"Saya berterima kasih atas pelayanan yang diberikan, tapi saya harap dapat lebih sabar untuk mahasiswa.",Registrar Office,2022
id,4.0,sangat baik,Registrar Office,2022
id,3.0,Sangat responsif,Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,4.0,Sangat baik dan responsif,Registrar Office,2022
id,2.0,"Tanggapan mohon lebih cepat dan tidak mendadak, sering tiba-tiba ada pertemuan di hari itu dan baru dikabarkan 2 jam sebelum.",Registrar Office,2022
id,4.0,Sabgat cukup,Registrar Office,2022
id,3.0,Cukup,Registrar Office,2022
id,4.0,-,Registrar Office,2022
id,2.0,"Gatau salah TU gatau salah RO, tapi dari kemarin ngurusin foto ga selesai selesai",Registrar Office,2022
id,3.0,Ga ada,Registrar Office,2022
id,3.0,Jawaban atas pertanyaan yg diajukan via e-mail dijawab dengan proper dan relatif cepat,Registrar Office,2022
id,2.0,Mohon sistem yang digunakan diupgrade. Komunikasi internal ditingkatkan. Jangan menyulitkan mahasiswa/i,Registrar Office,2022
id,3.0,Sangat baik,Registrar Office,2022
id,3.0,ok,Registrar Office,2022
id,3.0,Kurangnya koordinasi antara staff-staff ADAK. Pertanyaan yang sama bisa mendapatkan jawaban yang berbeda jika ditanyakan kepada orang yang berbeda. Terkadang juga cukup slow response,Registrar Office,2022
id,3.0,"Tidak ada, sudah cukup",Registrar Office,2022
id,4.0,Sangat mudah diakses dan selalu siap membantu,Registrar Office,2022
id,4.0,Sangat membantu,Registrar Office,2022
id,3.0,sudah sangat membantu dalam memberikan layanan administrate mahasiswa,Registrar Office,2022
id,3.0,Puas,Registrar Office,2022
id,3.0,Tidak ada,Registrar Office,2022
id,3.0,Sudah baik dan terus di tingkati lagi,Registrar Office,2022
id,3.0,Bagus,Registrar Office,2022
id,4.0,sudah sangat baik,Registrar Office,2022
id,3.0,"Ditingkatkan lagi, jangan buat org nunggu karna alasan sedang makan siang, lama loh nunggunya 1 jam",Registrar Office,2022
id,4.0,Sangat baik dengan respon yang cepat dan sangat membantu,Registrar Office,2022
id,4.0,sudah sangat baik,Registrar Office,2022
id,3.0,sudah baik,Registrar Office,2022
id,4.0,Sudah baik,Registrar Office,2022
en,3.0,faster response,Registrar Office,2022
id,3.0,Perlu di tingkatkan,Registrar Office,2022
id,3.0,Sudah baik,Registrar Office,2022
id,3.0,sangat membantu,Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,2.0,Slow response,Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,4.0,Bagus,Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,4.0,Cepat,Registrar Office,2022
id,3.0,Tidak ada,Registrar Office,2022
id,3.0,Tidak ada,Registrar Office,2022
id,2.0,Untuk keramahan admin bisa dipertingkat,Registrar Office,2022
id,3.0,diperhatikan terutama perihal pelayanan via app mobile uph terkait dokumem transkrip dllnya.,Registrar Office,2022
id,4.0,Memuaskan,Registrar Office,2022
id,3.0,Tidak ada,Registrar Office,2022
id,3.0,diharapkan lebih memperhatikan e-mail dari para mahasiswa karena tim RO seringkali missed sehingga para mahasiswa harus mengirim ulang e-mail beberapa kali baru mendapat respon setelah menunggu hitungan hari hingga minggu atau bahkan bulan,Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,4.0,Sudah baik,Registrar Office,2022
id,4.0,Sudah cukup baik,Registrar Office,2022
id,3.0,Membantu saat saya bingung akan suatu hal.,Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,3.0,Kecepatan responnya,Registrar Office,2022
id,4.0,Oke,Registrar Office,2022
id,4.0,All gopd,Registrar Office,2022
id,3.0,"kadang suka dilempar-lempar (bukan cuma 1 orang yang ngurusin, jd prosesnya lambat)",Registrar Office,2022
id,3.0,Lebih fast respon.,Registrar Office,2022
id,2.0,"Harus lebih teliti lagi, terutama pemesanan nilai transkrip via aplikasi uph seringkali di skip.",Registrar Office,2022
id,3.0,Untuk respon dari mahasiswa di respon dengn cepat,Registrar Office,2022
id,3.0,Kecepatan dalam pelayanan,Registrar Office,2022
id,4.0,sudah sangat baik,Registrar Office,2022
id,2.0,Staff tidak ramah,Registrar Office,2022
id,3.0,Lebih ramah dan membantu,Registrar Office,2022
id,4.0,Pelayanan di UPH sudah sangat bagus,Registrar Office,2022
id,3.0,Lebih cepat feedback,Registrar Office,2022
id,2.0,percepat penanganan,Registrar Office,2022
id,4.0,Sudah bagus,Registrar Office,2022
id,3.0,"Sebagai sekre jangan terlalu galak, mahasiswa juga punya hak untuk bertanya dan diberikan informasi yang jelas",Registrar Office,2022
id,3.0,Sudah baik,Registrar Office,2022
id,2.0,"Informasi agar dapat diakses secara tersentralisir dan mudah, ada nomor ADAK terutama ADAK S1 yang dapat dihubungi dan transparansi layanan serta biaya layanan yang seharusnya lebih terjangkau (legalisir ijazah, pengiriman ijazah dll)",Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,4.0,Puas,Registrar Office,2022
id,4.0,overall good,Registrar Office,2022
id,3.0,"Sudah baik, namun lebih baik lagi jika petugas lebih ramah agar komunikasi dan relasi semakin baik.",Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,2.0,Perlu lebih responsif terhadap pertanyaan mahasiswa,Registrar Office,2022
id,3.0,puas,Registrar Office,2022
id,4.0,Sudah,Registrar Office,2022
id,2.0,Lebih cepat respon dan lebih cepat menyelesaikan masalah,Registrar Office,2022
id,3.0,Gaada,Registrar Office,2022
id,3.0,cukup baik,Registrar Office,2022
id,3.0,"Mungkin untuk kedepannya, harus lebih ditingkatkan lagi terkait masalah drop/add matkul",Registrar Office,2022
id,3.0,Customer service yg kurang cpt dalam menanggani,Registrar Office,2022
id,3.0,"Memberikan respon atau tanggapan yang lebih cepat, melakukan pekerjaan dengan cepat, dan memberikan perkembangan atas permasalahan yang diajukan",Registrar Office,2022
id,3.0,metode pembayaran diperbanyak khususnya mbanking BCA,Registrar Office,2022
id,3.0,cepat,Registrar Office,2022
id,4.0,tidak ada,Registrar Office,2022
id,2.0,Kalo ada chat whatsapp blsnya tolong sekaligus dan juga cpt,Registrar Office,2022
id,3.0,Kalau bisa responnya untuk lebih cepat lagi,Registrar Office,2022
id,3.0,"Layanan Administrasi Akademik yang sering bermasalah saat memasuki semester baru, mohon untuk perbaiki dan dikembangkan kembali agar kenyamanan mahasiswa kelas ekstensi tetap terjamin",Registrar Office,2022
id,2.0,Saya harap fast respon dan tepat sasaran,Registrar Office,2022
id,4.0,Sangat baik,Registrar Office,2022
id,2.0,Resolusi dari msalah yang lebih baik,Registrar Office,2022
id,2.0,"Mohon agar staf-staf ADAK agar bisa lebih responsif lagi terkait keluhan-keluhan dari Mahasiswa, khususnya kami dari program KKBS, yang tidak seleluasa program reguler dalam mengurusi Administrasi Kampus karena keterbatasan waktu dan fleksibilitas. Karena hal ini sifatnya sangat krusial dan dapat mempengaruhi keberlangsungan kami dalam berkuliah",Registrar Office,2022
id,4.0,Sudah cukup baik,Registrar Office,2022
id,4.0,Waktu pembalasan,Registrar Office,2022
id,3.0,Untuk kedepannya perlu ditingkatkan kesiapan dalam studi sks yang akan ditempuh mahasiswa di semester selanjutnya agar mahasiswa tidak merasa bingung ketika akan memasuki semester selanjutnya yang akan ditempuh,Registrar Office,2022
id,4.0,Menurut saya sudah sangat baik,Registrar Office,2022
id,3.0,Staff bisa lebih ramah lagi,Registrar Office,2022
id,3.0,Mungkin bisa lebih Fast Respon dan lengkap Info,Registrar Office,2022
id,4.0,baik,Registrar Office,2022
id,2.0,Menyimpan data yang lebih teliti agar tidak salah berulang kali,Registrar Office,2022
id,4.0,proses dan pelayanan akademik berjalan lancar,Registrar Office,2022
id,2.0,Mohon agar lebih cepat dalam memberikan respon serta solutif,Registrar Office,2022
id,3.0,Cukup baik,Registrar Office,2022
id,3.0,cukup baik,Registrar Office,2022
id,3.0,-,Registrar Office,2022
id,2.0,Mungkin untuk lebih cepat dan responsif jika dalam apilikasi Whatsapp,Registrar Office,2022
id,3.0,Bagus,Registrar Office,2022
id,3.0,lebih fast respon,Registrar Office,2022
id,3.0,Oke,Registrar Office,2022
id,2.0,Terkadang informasi yang diberikan berbeda,Registrar Office,2022
id,3.0,Lebih ramah dan welcoming,Registrar Office,2022
id,3.0,bagus,Registrar Office,2022
id,2.0,"banyak add drop yang terlalu lamma dan seharusnya bisa dilakukan sebelum perkuliahan dimulai, serta proses add drop yang cenderung lama sekali, mohon untuk dapat diupgrade",Registrar Office,2022
id,3.0,"saat ini hanya layanan online, secara umum baik",Registrar Office,2022
id,4.0,Puas,Registrar Office,2022
id,4.0,Terus ditingkatkan layanan secara lebih cepat,Registrar Office,2022
id,4.0,Pada sistem akademik sebaiknya muncul IP dan IPK sementara,Registrar Office,2022
id,3.0,Baik,Registrar Office,2022
id,3.0,Mantap,Registrar Office,2022
id,4.0,sangat puas,Registrar Office,2022
id,4.0,Bagus dan mantao,Registrar Office,2022
id,3.0,Agak diperluas sedikit untuk luas lahan,Registrar Office,2022
id,3.0,-,Registrar Office,2022
id,3.0,"Masukkan saya, harus available ketika dicari atau diberikan pertanyaan. Karena terkadang admin tidak menjawab ketika saya chat bertanya.",Registrar Office,2022
en,4.0,Faster replies,Registrar Office,2022
id,3.0,bagus,Registrar Office,2022
id,3.0,Bagus,Registrar Office,2022
id,2.0,Kurang ramah,Registrar Office,2022
id,3.0,Oke doang,Registrar Office,2022
id,3.0,Agar dapat lebih cepat dalam memberikan respon bantuan,Registrar Office,2022
id,3.0,Puas,Registrar Office,2022
id,4.0,sudah baik,Registrar Office,2022
id,3.0,cukup baik,Registrar Office,2022
id,3.0,baik,Registrar Office,2022
id,3.0,sudaj baik,Registrar Office,2022
id,3.0,oke,Registrar Office,2022
id,2.0,Semakin fast respond,Registrar Office,2022
id,3.0,Tanggap dan cepat,Registrar Office,2022
id,2.0,Saya belum mendapatkan transkrip nilai hingga sekarang padahal sudah request lebih dari 10 hari,Registrar Office,2022
id,4.0,Lebih dapat merespon dengan cepat,Registrar Office,2022
id,3.0,Tingkat Respon ditingkatkan,Registrar Office,2022
id,3.0,ramah,Registrar Office,2022
id,2.0,"Saya berharap agar kecepatan layanan Registrar Office dapat ditingkatkan. Karena berdasarkan pengalaman, saya sering menghubungi Registrar Office namun harus menunggu 2-4 hari untuk dijawab. Namun secara keseluruhan Registrar Office tetap memberikan layanan yang tepat  untuk mahasiswa.",Registrar Office,2022
id,3.0,Informative,Registrar Office,2022
id,3.0,sedikit merepotkan,Registrar Office,2022
id,4.0,cukup,Registrar Office,2022
id,2.0,"tolong untuk jawab wa/email lebih cepat, dan kadang saya suka kesal karena hanya diread saja diwhatsapp, dan harus dichat berulang ulang baru dijawab",Registrar Office,2022
id,3.0,Sudah baik,Registrar Office,2022
id,4.0,Sudah sangat memuaskan,Registrar Office,2022
id,4.0,Sangat baik,Registrar Office,2022
id,3.0,-,Registrar Office,2022
id,3.0,Pelayanan via email sudah baik namun melalui telephone perlu ditingkatkan karena WFH sulit  berkomunikasi,Registrar Office,2022
id,3.0,sebaiknya lebih cepat dalam merespon keperluan mahasiswa,Registrar Office,2022
id,3.0,baik,Registrar Office,2022
id,3.0,Ok,Registrar Office,2022
id,4.0,Sgt memuaskan,Registrar Office,2022
id,4.0,Responsif,Registrar Office,2022
id,4.0,"Akan lebih baik jika staff RO diperbanyak, dikarenakan pada waktu tertentu seperti peak hour membuat mahasiswa menunggu dengan lama  untuk layanan RO",Registrar Office,2022
id,4.0,Baik,Registrar Office,2022
id,2.0,menjawab email mahasiswa dengan cepat dan menyelesaikan masalah dengan segera,Registrar Office,2022
id,3.0,Cepat dan lancar,Registrar Office,2022
id,2.0,Tolong untuk lebih fast respond karena mengurus administrasi akademik merupakan hal yang cukup penting bagi mahasiswa,Registrar Office,2022
id,3.0,Sudah baik,Registrar Office,2022
id,4.0,respon sangat cepat,Registrar Office,2022
id,2.0,"Pelayanan sangat lama dan bahkan beberapa kali, deadline perlu dimundurkan oleh karena ketidaksanggupan RO memenuhi support kepada mahasiswa.",Registrar Office,2022
id,4.0,Bisa dibuat Realtime dan selesai dihari yang sama,Registrar Office,2022
id,3.0,Jika boleh diberikan nomor telepon untuk menghubungi security karena biasanya ada paket yang diterima di sana namun belum diantarkan ke asrama,General Affair,2022
id,,Tidak ada,General Affair,2022
id,,ok,General Affair,2022
id,4.0,-,General Affair,2022
id,4.0,Baik,General Affair,2022
id,3.0,tidak ad,General Affair,2022
id,3.0,Bagus,General Affair,2022
id,4.0,Baik,General Affair,2022
id,4.0,baik,General Affair,2022
id,4.0,Sudah sangat baik,General Affair,2022
id,4.0,Cukup baik,General Affair,2022
id,,-,General Affair,2022
id,3.0,keamanan sudah baik,General Affair,2022
id,,makin tertib dan teratur,General Affair,2022
id,,-,General Affair,2022
id,4.0,-,General Affair,2022
id,,bagus,General Affair,2022
id,,kurang tau belum pernah ke kampus,General Affair,2022
id,4.0,Friendly,General Affair,2022
id,4.0,.,General Affair,2022
id,3.0,Mungkin mengecek smartcard penting untuk secara intensif dilakukan unuk memastikan apakah benar orang UPH yang masuk,General Affair,2022
id,4.0,Ramah dan menjaga dengan aman,General Affair,2022
id,3.0,Bagus,General Affair,2022
id,,Excellent,General Affair,2022
id,4.0,Sangat bagus,General Affair,2022
id,,Sudah baik,General Affair,2022
id,4.0,Sudah bagus,General Affair,2022
id,,Petugas ramah dan siap membantu,General Affair,2022
id,3.0,Sudah bagus. Security perlu d beri kelengkapan alat perlundungan untuk covid,General Affair,2022
id,,Baik,General Affair,2022
id,4.0,sudah baik,General Affair,2022
id,,Sudah sangat bagus,General Affair,2022
id,3.0,Sudah baik,General Affair,2022
id,3.0,-,General Affair,2022
id,4.0,baik,General Affair,2022
id,4.0,Sangat aman,General Affair,2022
id,,tidak ada,General Affair,2022
id,,-,General Affair,2022
id,,Sudah baik,General Affair,2022
id,,Bagus,General Affair,2022
id,,Tidak ada,General Affair,2022
id,3.0,Bagus,General Affair,2022
id,,-,General Affair,2022
id,4.0,menurut saya petugas keamanan kampus sangat ramah dan baik,General Affair,2022
id,3.0,Bagus,General Affair,2022
id,4.0,bagus,General Affair,2022
id,3.0,Tidak ada,General Affair,2022
id,4.0,Baik,General Affair,2022
id,4.0,Sangat baik,General Affair,2022
id,3.0,Semoga security bisa lebih tegas dan banyak agar UPH lebih maksimal dalam aspek keamanan,General Affair,2022
id,,sangat ramah,General Affair,2022
id,,Sudah baik,General Affair,2022
id,,-,General Affair,2022
id,4.0,Security sudah sangat baii menganggapi orang yang datang ke kampus.,General Affair,2022
id,4.0,Bagus dan membantu,General Affair,2022
id,3.0,Sudah baik pertahankan,General Affair,2022
id,4.0,Keamanan sudah dijaga dengan baik,General Affair,2022
id,3.0,Baik,General Affair,2022
id,2.0,"jarang sekali cctv, keamanan agak diragukan. bisa ditambah cctv di semua lorong. Kalau bisa security juga jangan hanya stay di satu tempat atau titik-titik kritis saja seperti pintu masuk, tapi juga berkeliling.",General Affair,2022
id,2.0,tolong ramah terhadap mahasiswa baru,General Affair,2022
id,2.0,Security kurang aware,General Affair,2022
id,3.0,Baik,General Affair,2022
id,4.0,bagus,General Affair,2022
id,3.0,Ramah dan baik,General Affair,2022
id,3.0,Cukup baik,General Affair,2022
id,3.0,Cukup,General Affair,2022
id,,Baik,General Affair,2022
id,3.0,Cukup baik,General Affair,2022
id,4.0,Keramahannya,General Affair,2022
id,4.0,"Sudah baik, pertahankan.",General Affair,2022
id,4.0,Sudah cukup baik,General Affair,2022
id,,Puas,General Affair,2022
id,,Sudah cukup baik,General Affair,2022
id,4.0,"Mungkin bisa ditingkatkan mengenai aturan masuk di main campus karena waktu itu saat saya ke gym satpam dipintu masuk mengizinkan saya untuk gym, namun saat sudah selesai dan sedang menunggu teman ganti pakaian ada satpam yang menugur dan menyampaikan bahwa seharusnya kami tidak boleh masuk karna masih pandemi dan yg boleh hanya untuk uph collage",General Affair,2022
id,3.0,Baik,General Affair,2022
id,4.0,Baik dan sopan,General Affair,2022
id,4.0,Sangat memuaskan,General Affair,2022
id,,Sangat Ramah,General Affair,2022
id,4.0,Sangat bagus,General Affair,2022
id,4.0,sangat baik,General Affair,2022
id,3.0,Sudah Baik,General Affair,2022
id,3.0,_,General Affair,2022
id,4.0,tidak ada yang di tingkatkan sudah cukup,General Affair,2022
id,4.0,Baik,General Affair,2022
id,4.0,-,General Affair,2022
id,4.0,Sudah sangat baik,General Affair,2022
id,3.0,-,General Affair,2022
id,,Aman,General Affair,2022
id,4.0,Satpam sangat ramah dan membantu,General Affair,2022
id,,Baik,General Affair,2022
id,3.0,baik,General Affair,2022
id,3.0,"lebih di perketat lagi sistem keamanannya, dan jika pada malam hari suka ada yang berpacaran di tempat yang gelap",General Affair,2022
id,3.0,kayak kurang tegas,General Affair,2022
id,3.0,Cukup baik,General Affair,2022
id,4.0,Sudah sangat baik adanya,General Affair,2022
id,,baik,General Affair,2022
id,3.0,sangat puas,General Affair,2022
id,4.0,Sudah cukup baik,General Affair,2022
id,4.0,sudah baik,General Affair,2022
id,,Ketat dan sigap,General Affair,2022
id,4.0,-,General Affair,2022
id,,sangat puas karena keamanan terjaga dan tertib,General Affair,2022
id,,Sudah baik,General Affair,2022
id,4.0,baik,General Affair,2022
id,2.0,-,General Affair,2022
id,,-,General Affair,2022
id,,rama dan baik,General Affair,2022
id,4.0,Keamanannya baik dan terjaga,General Affair,2022
id,4.0,Baik,General Affair,2022
id,3.0,baik,General Affair,2022
id,4.0,"ramah, baik, sopan, keamanan kampus Sangat Baik",General Affair,2022
id,3.0,baik,General Affair,2022
id,4.0,Baik,General Affair,2022
id,,Sangat baik,General Affair,2022
id,3.0,Tambah senyumnya. Jangan galak2 amat. Saya mahasiswa bukan maling.,General Affair,2022
id,3.0,Ok,General Affair,2022
id,4.0,guud,General Affair,2022
id,4.0,Tidak ada,General Affair,2022
id,3.0,Baik,General Affair,2022
id,3.0,sudah cukup baik,General Affair,2022
id,3.0,-,General Affair,2022
id,4.0,-,General Affair,2022
id,,sudah baik,General Affair,2022
id,4.0,Petugas sangat ramah dan selalu mengawasi,General Affair,2022
id,4.0,aman,General Affair,2022
id,,Aman,General Affair,2022
id,4.0,Aman,General Affair,2022
id,,Sangat baik dalam keamanan,General Affair,2022
id,,Belum memakai fasilitas,General Affair,2022
id,4.0,pelayanan yang baik dan bertanggung jawab,General Affair,2022
id,,Baik,General Affair,2022
id,3.0,Ramah dan integritas,General Affair,2022
id,,Petugas keamanan ramah dan dapat menjalankan tugas dengan baik.,General Affair,2022
id,4.0,Untuk petugas keamanan juga sudah bertugas dengan baik,General Affair,2022
id,4.0,Sangat puas karna security pun ramah,General Affair,2022
id,4.0,sangat bagus dan ketat. great job pak security!,General Affair,2022
id,4.0,"Satpamnya sangat ramah, terutama yang di depan gedung B",General Affair,2022
id,4.0,Sangat bagus,General Affair,2022
id,,sangat baik,General Affair,2022
id,3.0,-,General Affair,2022
id,3.0,Sudah baik,General Affair,2022
id,3.0,bagus,General Affair,2022
id,,sudah baik,General Affair,2022
id,4.0,Baik,General Affair,2022
id,,selalu aman di dalam kampus,General Affair,2022
id,3.0,Sangat baik,General Affair,2022
id,3.0,"Menurut saya sudah cukup baik, ditingkatkan lagi .",General Affair,2022
id,,Bagus,General Affair,2022
id,3.0,Bagus,General Affair,2022
id,4.0,Cukup baik,General Affair,2022
id,3.0,Ya baik,General Affair,2022
id,3.0,tidak ada,General Affair,2022
id,,Bagus,General Affair,2022
id,4.0,Lebih ramah mungkin,General Affair,2022
id,,Puas,General Affair,2022
id,4.0,Cukup puas,General Affair,2022
id,4.0,Baik dan ramah,General Affair,2022
id,,Sangat baik,General Affair,2022
id,4.0,Aman dan sangat membantu.,General Affair,2022
id,,Aman,General Affair,2022
id,4.0,petugas sangat ramah,General Affair,2022
id,4.0,"security sangat membantu kita yang baru pertama"" ke kampus",General Affair,2022
id,3.0,Baik,General Affair,2022
id,,sangat baik dan ramah,General Affair,2022
id,,bagus,General Affair,2022
id,4.0,siaga selalu,General Affair,2022
id,4.0,Sangat puas,General Affair,2022
id,4.0,Mantab,General Affair,2022
id,4.0,Baik,General Affair,2022
id,4.0,Sudah sangat baik,General Affair,2022
id,3.0,Sudah baik,General Affair,2022
id,4.0,Baik,General Affair,2022
id,4.0,Sangat Puas,General Affair,2022
id,3.0,Tidak ada,General Affair,2022
id,4.0,Tidak ada,General Affair,2022
id,4.0,Wajib mengetuk pintu dan mengucapkan shalom jika hendak masuk ke kamar resident,General Affair,2022
id,3.0,cukup ramah,General Affair,2022
id,,Sejauh ini sudah baik,General Affair,2022
