Bahasa,Penilaian,Saran,Kategori,Tahun
id,3.8333333333333335,Semoga kolam renang di MYC bisa lebih sering dibersihkan,Olahraga,2024
id,,-,Olahraga,2024
id,,Mungkin untuk fasilitas olahraga harus ditambah ac biar dingin atau tidak pengap,Olahraga,2024
id,,"saya baru mencoba fasilitas gym, saya cukup puas dalam penggunaannya",Olahraga,2024
id,4.0,Perbarui fasilitas,Olahraga,2024
id,3.0,dispenser air kadang tidak di-refill,Olahraga,2024
id,3.0,lampu di MSV kurang terang,Olahraga,2024
id,,Sudah baik,Olahraga,2024
id,,-,Olahraga,2024
id,,salah satu fasilitas yang paling memungkinkan digunakan ialah tennis meja saja. namun tempatnya terbatas pendek sehingga tidak memuaskan.,Olahraga,2024
id,,tidak ada,Olahraga,2024
id,2.0,"msv butuh direnovasi karena lantainya sudah sangat amat jelek dan net badminton maupun tiang badmintonnya juga sudah amat sangat jelek.
fasilitas mandi baik di olympic pool maupun di myc pool sudah butuh perbaharuan, minimal dicuci tirai mandinya, karena sudah amat sangat kotor.
air kolam olympic dan myc sebaiknya rutin dibersihkan 2 kali seminggu atau lebih karena sudah warga uph dan uphc sangat rutin berenang.",Olahraga,2024
id,3.0,-,Olahraga,2024
id,,Sudah baik,Olahraga,2024
id,3.6666666666666665,-,Olahraga,2024
id,2.8333333333333335,"Terdapat seorang perempuan (entah dosen atau siapa kurang tau) saat itu memarahi dan memaki (berbahasa inggris) seorang mahasiswa yg sedang berolahraga di gym, karena sedang belajar menggunakan alat² di gym. Saram saya setidaknya jika mahasiswa tersebut tidak bisa jangan dimarahi dan dimaki, namun diajari. Terima kasih",Olahraga,2024
id,3.8333333333333335,"MSV yang hanya 1 membuat jadwal berolahraga baik badminton, voli, dan futsal menjadi bertabrakan.",Olahraga,2024
id,4.0,-,Olahraga,2024
id,,belum pernah berolahraga di gym,Olahraga,2024
id,3.0,-,Olahraga,2024
id,2.5,Barang rusak di gym boleh dipindah,Olahraga,2024
id,3.5,Ditambah coach di gym,Olahraga,2024
id,3.6666666666666665,-,Olahraga,2024
id,4.0,-,Olahraga,2024
id,2.8333333333333335,-,Olahraga,2024
id,3.5,Peralatan gym belum cukup lengkap,Olahraga,2024
id,3.3333333333333335,-,Olahraga,2024
id,3.1666666666666665,Saya harap penggunaan fasilitas bisa lebih bebas,Olahraga,2024
id,3.5,-,Olahraga,2024
id,3.0,1. Sebaiknya fasilitas MSV perlu dibersihkan agar lebih nyaman (disapu).,Olahraga,2024
id,3.8333333333333335,"Sudah baik, terus konsisten",Olahraga,2024
id,,-,Olahraga,2024
id,2.8333333333333335,sudah baik,Olahraga,2024
id,3.1666666666666665,"MSV tolong panas bangettt, saran untuk menambah kipas atau saluran sirkulasi udaranya, juga ruangannya engap dan lembap apakah bisa di cat dengan warna yang lebih fresh agar fasilitas ms dapat digunakan dengan baik untuk yang lainnya sudah baguss. Terima kasihh",Olahraga,2024
id,3.0,Sudah cukup baik,Olahraga,2024
id,3.6666666666666665,Lebih ramah dan murah senyum,Olahraga,2024
id,3.3333333333333335,Pelayanan ditingkatkan lagi,Olahraga,2024
id,2.5,-,Olahraga,2024
id,3.0,-,Olahraga,2024
id,3.3333333333333335,"Mohon perhatikan kelengkapan fasilitas di Multi Sport Venue (Bola, Jaring Gawang, Lantai, Net Badminton, Lapangan, Lampu, dan Alat Olahraga lainnya).",Olahraga,2024
id,4.0,.,Olahraga,2024
id,3.1666666666666665,lapangan msv rusak,Olahraga,2024
id,2.8333333333333335,"Kelengkapan alat olahraga sudah bagus dan cukup lengkap,GBU",Olahraga,2024
id,2.8333333333333335,"Memperhatikan kondisi MSV jangan terlalu mematok kondisi basket,gym, swp, namun msv tidak terlalu diperhatikan.",Olahraga,2024
id,,sudah bagus,Olahraga,2024
id,3.8333333333333335,-,Olahraga,2024
id,3.0,"Perwatan msv mungkin dapat ditingkatkan, karena masih terdapat beberapa spot yg bocor saat hujan deras",Olahraga,2024
id,,Sudah sangat baik,Olahraga,2024
id,3.0,-,Olahraga,2024
id,3.3333333333333335,-,Olahraga,2024
id,3.0,"MSV akan lebih baik jika dilakukan perbaikan terutama pada lantai yang sudah mulai rusak dan juga net badminton yg sudah tidak layak pakai. 
MSV juga perlu adanya kipas supaya ruangannya tidak pengap dan panas, sehingga warga UPH dengan nyaman menikmati fasilitas tersebut. 
Lampu juga perlu diganti karena cahayanya kurang terang sehingga membuat mata terganggu ketika sedang bermain.",Olahraga,2024
id,3.0,Memperbaiki alat-alat olahraga yang rusak,Olahraga,2024
id,3.1666666666666665,sudah baik,Olahraga,2024
id,,"mengingkatkan kebersihan di kamar mandi, tirai mandi, dan loker kamar mandi",Olahraga,2024
id,,Butuh area gym,Olahraga,2024
id,,-,Olahraga,2024
id,3.8333333333333335,Semoga semakin lebih bermanfaat dan mengembangkan setiap layanan Olahraga di UPH,Olahraga,2024
id,3.0,_,Olahraga,2024
id,4.0,-,Olahraga,2024
id,4.0,-,Olahraga,2024
id,4.0,Sangat puas,Olahraga,2024
id,1.3333333333333333,"Untuk lapangan futsal mungkin menggunakan karpet khusus lapangan futsal, karena kondisi lapangan yang berada di outdoor, terkadang lantai menjadi sangat licin dan dapat mengakibatkan cedera",Olahraga,2024
id,2.5,Sudah baik,Olahraga,2024
id,3.6666666666666665,Gym terlalu padat dibarangi anak UPH Collage,Olahraga,2024
id,3.0,-,Olahraga,2024
id,3.8333333333333335,"Menurut saya yang perlu diperhatikan adalah lantai karet yang ada pada MSV, saya rasa lantai karet perlu diganti karena sudah ada yang terbuka sehingga membuat lantai menjadi kurang rapi.",Olahraga,2024
id,4.0,Semua sudah sangat baik,Olahraga,2024
id,2.6666666666666665,',Olahraga,2024
id,3.8333333333333335,-,Olahraga,2024
id,,Tidak ada sudah baik,Olahraga,2024
id,3.8333333333333335,Tidak ada,Olahraga,2024
id,2.6666666666666665,"Perhatikan keamanan di sekitar kolam renang, terdapat baut-baut yang timbul membuat telapak kaki sakit. Dalam kolam terdapat pecahan ubin yang bisa menyebabkan cedera. Perhatikan kebersihan kamar mandi SWP.",Olahraga,2024
id,4.0,untuk fasilitas kolam renang di MYC dijelaskan perbedaan mana kamar bilas wanita dan mana kamar bilas pria,Olahraga,2024
id,,Semua sudah sangat baik.,Olahraga,2024
id,4.0,bagus,Olahraga,2024
id,3.1666666666666665,sudah baik,Olahraga,2024
id,,Manajemen perijinan MSV harus diperhatikan agar tidak bertabrakan penggunaannya.,Olahraga,2024
id,4.0,Sangat menarik kedepannya lebih baik lagi,Olahraga,2024
id,2.0,Lebih di tingkatkan lagi pelayanannya,Olahraga,2024
id,4.0,fasilitas standarnya bagus dan memadai untuk hidup sehat,Olahraga,2024
id,3.0,Tidak ada,Olahraga,2024
id,2.3333333333333335,"untuk MSV, mungkin karpet lapangan nya bisa diganti, atau minimal dipel agar tidak terlalu licin",Olahraga,2024
id,4.0,-,Olahraga,2024
id,3.5,Saran saya.. saya suka olahraga lari di track Soccer. Setiap saya berlari di track Soccer sepatu saya sangat mudah kotor karena track Soccernya dari tanah. Apalagi musim kemarau itu sangat mengganggu olahraga. Saran saya untuk mengganti track Soccer dari tanah menjadi track Soccer aspal karet ( yang khusus untuk lari ) supaya banyak orang yang datang untuk olahraga dan menikmati track Soccer tersebut. Terimakasih,Olahraga,2024
id,3.1666666666666665,"banyak fasilitas yang sudah mulai rusak. mulai dari lantai msv yang terkelupas hingga karpetnya terangkat, alat2 di gym beberapa tidak sesuai default, keramik di kolam renang yang membahayakan karena tajam",Olahraga,2024
id,3.3333333333333335,-,Olahraga,2024
id,4.0,Alat di gym kalau bisa diperlengkap lagi,Olahraga,2024
id,3.8333333333333335,Sejauh ini tidak ada,Olahraga,2024
id,2.6666666666666665,Soccer Field yang masuh di perbaiki membuat tidak dapat mengaksesnya,Olahraga,2024
id,3.0,-,Olahraga,2024
id,3.0,"""_""",Olahraga,2024
id,3.3333333333333335,Lantai MSV sudah sangat licin mungkin segara ada pergantian karpet,Olahraga,2024
id,3.3333333333333335,MSV lapangan perluh dilakukan renovasi dan disediakan penjaga lapangan agar penggunaan lapangan dapat teratur dengan baik.,Olahraga,2024
id,,itu keramik kolam renang yang rusak bikin luka kaki,Olahraga,2024
id,4.0,Sudah bagus,Olahraga,2024
id,4.0,—,Olahraga,2024
id,2.8333333333333335,Sudah baik,Olahraga,2024
id,3.0,-,Olahraga,2024
id,3.3333333333333335,-,Olahraga,2024
id,3.0,Tidak ada,Olahraga,2024
id,3.5,tidak ada,Olahraga,2024
id,,Lapangan badminton dibuat khusys,Olahraga,2024
id,3.0,Tidak ada,Olahraga,2024
id,,Sudah baik,Olahraga,2024
id,3.1666666666666665,-,Olahraga,2024
id,4.0,-,Olahraga,2024
id,4.0,Lebih ditingkat lagi dari segi sarana prasana alat alat olahraga,Olahraga,2024
id,1.6666666666666667,Tingkatkan lagi,Olahraga,2024
id,3.6666666666666665,Terkadang berbeda persyaratan masuk di gym. Kadang kadang penjaganya mengatakan syarat masuk dengan smartcard lalu scan barcode namun ada pula staff yang mengatakan boleh langsung masuk saja jadi terkesan menimbulkan kebingungan,Olahraga,2024
id,,Semoga lebih diperhatikan lagi fasilitas yang sudah mulai rusak dan perlu diganti,Olahraga,2024
id,4.0,Semakin lebih baik,Olahraga,2024
id,4.0,Baik,Olahraga,2024
id,,"meja billiard, stick billiard, meja pingpong dan bet pingpong sudah tidak terawat dan sedikit rusak",Olahraga,2024
id,3.8333333333333335,stik billiar nya diganti dong yang mahal kata stevenphen,Olahraga,2024
id,,"Msv sudah byk fasilitas rusak kurang dirawat dan diperbaiki, alat gym banyak yg rusak tdk dioerhatikan, kolam renang dengan air yang tidak pernah diganti",Olahraga,2024
id,4.0,Diperpanjang juga jam pemakaian nya,Olahraga,2024
id,3.3333333333333335,Sudah baik,Olahraga,2024
id,4.0,Tidak ada sudah sangat baik,Olahraga,2024
id,4.0,-,Olahraga,2024
id,3.1666666666666665,Tidak ada,Olahraga,2024
id,3.0,Lebih di perbanyak,Olahraga,2024
id,4.0,-,Olahraga,2024
id,3.5,semoga semakin berkembang dan memuaskan,Olahraga,2024
id,4.0,Layanan Olahraga di kampus sudah sangat baik,Olahraga,2024
id,3.0,Untuk kolam renang mungkin di kamar bilas bisa menyediakan gantungan untuk menggantung baju ataupun handuk,Olahraga,2024
id,3.6666666666666665,Lebih banyak lagi,Olahraga,2024
id,3.3333333333333335,-,Olahraga,2024
id,3.0,-,Olahraga,2024
id,3.5,"Untuk lapangan sepak bola karena masih dalam masa perbaikan, jadi saya kurang merasakan untuk bisah berolahraga lapangan sepak bola, maupun sebagainya. 
Kemudian untuk msv, boleh diperhatikan lagi kipasnya karena sepertinya kipas itu tidak pernah melakukan fungsinya, Beberapa kali saya masuk ke MSV dan cukup terasa hawa panasnya, juga ketika hujan itu sangat becek di dalam area msv tersebut. Mungkin boleh diperhatikan demi meminimalisir kebecekan dalam msv saat hujan",Olahraga,2024
id,2.1666666666666665,-,Olahraga,2024
id,3.1666666666666665,-,Olahraga,2024
id,,-,Olahraga,2024
id,2.5,"Lapangan sepak bola tidak ada rumputnya, gym ada banyak equipment yang karatan",Olahraga,2024
id,2.3333333333333335,"Lapangan basket : sedikit pengap tidak ada angin atau kipas yang terasa.
Lapangan bola : tidak dapat dipakai.
Kolam : tidak ada tali pelampungan pembatas",Olahraga,2024
id,3.1666666666666665,"Lapangan msv banyak yang robek, Lapangan soccer lama sekali jadinya",Olahraga,2024
id,3.3333333333333335,Sudah baik,Olahraga,2024
id,3.5,-,Olahraga,2024
id,,"Jangan disatukan antara ucol dan uph, banyak yang ingin memakai tpi tidak bisa karena terlalu banyak aktivitas di lapangan basket",Olahraga,2024
id,3.3333333333333335,_,Olahraga,2024
id,4.0,Semua olahraga sangat bagus and menarik,Olahraga,2024
id,4.0,.,Olahraga,2024
id,4.0,Sangat baik,Olahraga,2024
id,,Tidak ada layanan atau fasilitas tsb di kampus medan,Olahraga,2024
id,2.5,bola basket  dan dumble kurang baik,Olahraga,2024
id,,oke,Olahraga,2024
id,1.3333333333333333,Jauh dari kampus fon,Olahraga,2024
id,2.6666666666666665,Alat gym kurang lengkap,Olahraga,2024
id,3.1666666666666665,sejauh ini oke-oke saja,Olahraga,2024
id,,Tidak ada,Olahraga,2024
id,4.0,keren,Olahraga,2024
id,2.8333333333333335,lantai lapangan MSV terlalu licin mungkin bisa di ganti yg lebih bagus,Olahraga,2024
id,3.0,cukup baik,Olahraga,2024
id,3.0,Bila basket tolong di perbarui,Olahraga,2024
id,,"Terkadang di lapangan basket tidak ada staff yang menjaga section peminjaman bola, sehingga mahasiswa tidak bisa meminjam bola basket.",Olahraga,2024
id,3.5,Tambahkan faselitas GYM dan berika sudut untuk YOGA,Olahraga,2024
id,2.1666666666666665,"Untuk msv lapangan tergolong licin dan berdebu, dan beberapa net untuk badminton sudah rusak tapi masih terpaksa digunakan.",Olahraga,2024
id,2.0,sudah cukup baik,Olahraga,2024
id,2.8333333333333335,"- karpet lapangan msv terlalu licin dan ada beberapa bagian yang rusak
- suhu didalam terlalu lembab",Olahraga,2024
id,4.0,tidak ada,Olahraga,2024
id,3.5,Sudah baik,Olahraga,2024
id,4.0,Lebih baik lagi kedepannya,Olahraga,2024
id,3.3333333333333335,-,Olahraga,2024
id,,-,Olahraga,2024
id,,Sudah baik,Olahraga,2024
id,3.8333333333333335,Fasilitas dan layanan olahraga sangat baik dan sangat membantu,Olahraga,2024
id,2.8333333333333335,Tidak ada,Olahraga,2024
id,3.6666666666666665,Sudah baik,Olahraga,2024
id,3.1666666666666665,-,Olahraga,2024
id,3.8333333333333335,-,Olahraga,2024
id,,Tidak ada,Olahraga,2024
id,,fasilitas dan layanan olahraga yang ada dikampus sangat bersih serta layanan staffnyapun ramah,Olahraga,2024
id,3.0,Akan lebih baik jika setiap fasilitas olahraga dilengkapi dengan P3K yang memadai.,Olahraga,2024
id,4.0,alat-alat di gym harus diperhatikan lebih baik lagi,Olahraga,2024
id,3.8333333333333335,Sudah bagus fasilitas menurut saya lengkap,Olahraga,2024
id,,cukup,Olahraga,2024
id,,Baiknya peralatan gym lebih diperhatikan,Olahraga,2024
id,,Agar memiliki lapangan sendiri yang bagus,Olahraga,2024
id,3.5,Tidak ada.,Olahraga,2024
id,,lapangannya lebih di mantain lagi karena jarang dibersihkan meskipun lapangan punya samator tetapi kita tidak pernah membantu membersihkan,Olahraga,2024
id,3.1666666666666665,Perawatan alat olahraga agar tetap aman dan bisa digunakan,Olahraga,2024
id,,"Fasilitas gym tidak semuanya berfungsi dengan baik, tolong ditingkatkan kembali agar bisa digunakan, thanks.",Olahraga,2024
id,3.6666666666666665,Memuaskan,Olahraga,2024
id,3.6666666666666665,-,Olahraga,2024
id,3.1666666666666665,Semuanya sudah cukup baik.,Olahraga,2024
id,4.0,-,Olahraga,2024
id,4.0,-,Olahraga,2024
id,,-,Olahraga,2024
id,,Fasilitas olahraga dari kampus UPH Aryaduta Medan masih belum lengkap.,Olahraga,2024
id,2.6666666666666665,Banyak alat yang rusak,Olahraga,2024
id,,Masih banyak fasilitas yang rusak,Olahraga,2024
id,,-,Olahraga,2024
id,1.5,lebih baik kedepannya,Olahraga,2024
id,3.5,-,Olahraga,2024
en,,More ventilation in MSV,Olahraga,2024
en,,More electric fans in the MSV might be a good idea. It's so hot during morning.,Olahraga,2024
id,,semoga semakin ditingkatkan lagi kedepannya,Olahraga,2024
id,,"Terkait kolam renang, staf terkadang tidak menyalakan lampu pada saat malam hari, saat ditanya, staf mengatakan tutup, tetapi itu masih hari dan jam buka kolam renang; dan tidak ada pemberitahuan resmi kalau memang hari itu tutup, sedangkan fasilitas olahraga lainnya buka",Olahraga,2024
id,3.0,Lebih bersih dan nyaman udaranya seperti diberikan kipas,Olahraga,2024
id,3.3333333333333335,Mantap,Olahraga,2024
id,3.0,Kadang-kadang staff nya jutek,Olahraga,2024
id,,-,Olahraga,2024
id,,"Untuk kamar mandi di kolam renang sebaiknya diperbaiki, toilet diperluas spacenya, loker-loker diganti supaya higienis dan berfungsi dengan baik, ruang bilas diberi pintu dan tempat untuk meletakkan alat mandi,  shower diperbarui, serta pengadaan ruang untuk berganti pakaian yang memadai. Seiring dengan itu, saya berharap fasilitas di-maintain dengan baik secara rutin supaya meningkatkan kenyamanan pengguna. Terima kasih.",Olahraga,2024
id,3.0,no,Olahraga,2024
id,,Air di kolam renang kadang kotor dan tidak bisa di gunakan untuk mandi.,Olahraga,2024
id,,Perbagus lapangan,Olahraga,2024
id,2.8333333333333335,"Lintasan atletik jika memungkinkan perbarui dengan lintasan karet agar tidak debu pada musim panas, dan membuat sepatu kotor atau berdebu.",Olahraga,2024
id,2.1666666666666665,Tolong perbaiki multi sport vanue,Olahraga,2024
id,,lantai lapangan sudah mulai berlumut dan licin mengakibatkan para mahasiswa sering terjatuh,Olahraga,2024
id,4.0,pertahankan layanan dan fasilitas yg ada,Olahraga,2024
id,3.8333333333333335,-,Olahraga,2024
id,,Tidak ada,Olahraga,2024
id,4.0,Puas,Olahraga,2024
id,3.0,Bagus,Olahraga,2024
id,,Fasilitas yang rusak sebaiknya segera diperbaiki khususnya gym,Olahraga,2024
id,3.6666666666666665,Tidak ada,Olahraga,2024
id,3.0,-,Olahraga,2024
id,3.5,Fasilitas yang disediakan sudah sangat baik dan bersih,Olahraga,2024
id,3.6666666666666665,"Msv,lapangan futsal robek",Olahraga,2024
id,,Kolam renang terdapat kepingan keramik lantai dasar yang terlepas yang menyebabkan kaki teman saya sedikit tersobek pada jari kelingking kaki. Mohon Bapak/Ibu berkenan mengambil tindakan perbaikan shg tidak ada pengguna fasilitas yang dirugikan.,Olahraga,2024
id,3.5,Alat di tempat gym sebaiknya di perlengkap dan di perbanyak,Olahraga,2024
id,2.3333333333333335,-,Olahraga,2024
id,2.0,Diharapkan ada yg membantu menggunakan alat gym,Olahraga,2024
id,,-,Olahraga,2024
id,2.1666666666666665,Kolam renang mohon diperbaiki keramiknya kaki saya kemarin kesayat dan luka akibat pecahan keramik🙏,Olahraga,2024
id,,-,Olahraga,2024
id,1.8333333333333333,Informasi yang tersedia untuk layanan dan fasilitas olah raga belum dengan mudah saya peroleh.,Olahraga,2024
id,3.0,-,Olahraga,2024
id,,tidak ada,Olahraga,2024
id,2.5,-,Olahraga,2024
id,3.0,Menyediakan alat olahraga lebih lengkap lagi,Olahraga,2024
id,3.0,tidak ada,Olahraga,2024
id,3.0,-,Olahraga,2024
id,2.3333333333333335,"Untuk lapangan multi sports venue terdapat banyak sekali nyamuk, sedangkan untuk gymnya terkadang terlalu penuh",Olahraga,2024
id,4.0,-,Olahraga,2024
id,2.6666666666666665,"Voly, badminton, futsal, tidak dijadikan 1 lapangan agar MSV bisa sering dipakai mahasiswa dan tidak bentrokan",Olahraga,2024
id,3.6666666666666665,Sangat baik,Olahraga,2024
id,3.6666666666666665,alat gym terlalu sedikit & kolam renang jarang bisa dipakai,Olahraga,2024
id,,-,Olahraga,2024
id,2.8333333333333335,-,Olahraga,2024
id,2.8333333333333335,"Untuk fasilitas gym, tolong jangan memgandalkan anak SOW saja untuk jaga, tolong adakan staff yang memang bisa membackup saat hari libur atau saat ada event2 yg menyebabkan anak SOW berhalangan, sangat ironis sekali jika coman perihal 1 org saja yang tidak hadir untuk jaga gym, akibatnya malah berdampak ke semua orang yang tidak dapat berolahraga dengan fasilitas yang sudah dipersiapkan. Tolong juga jadwal dan peraturan gym jangan terlalu kaku dan berubah ubah hingga menyusahkan orang yang memang ingin olahraga di gym uph. Dan jika gym tutup mendadak atau tutup lebih awal, setidaknya bisa infokan di IG story ISL, bukan hanya sekedar taro kertas didepan pintu.",Olahraga,2024
id,3.0,Tidak ada,Olahraga,2024
id,2.8333333333333335,-,Olahraga,2024
id,4.0,-,Olahraga,2024
id,2.8333333333333335,Lebih diperhatiin dan bersih,Olahraga,2024
id,3.8333333333333335,untuk GYM minta tolong dibuka setiap hari sampe jam 21.00,Olahraga,2024
id,,"Gymnya bau keringat. MSV nya juga sangat tidak teratur antara badminton, futsal,dll",Olahraga,2024
id,,lapangan - alat2 di msv dan alat2 di gym mohon diperbaiki,Olahraga,2024
id,3.3333333333333335,-,Olahraga,2024
id,1.8333333333333333,MSV dan lapangan bola dibenerin,Olahraga,2024
id,3.0,Sudah bagus,Olahraga,2024
id,4.0,-,Olahraga,2024
id,3.0,Semoga semakin di tingkatkan lagui,Olahraga,2024
id,3.0,Tidak ada,Olahraga,2024
id,3.3333333333333335,-,Olahraga,2024
id,2.5,-,Olahraga,2024
id,,Msv panas,Olahraga,2024
id,3.0,Puas,Olahraga,2024
id,2.1666666666666665,Sangat nyaman,Olahraga,2024
id,,-,Olahraga,2024
id,,Ada satu orang staff bisa dibutuhkan untuk berjaga di gym karena kadang ada yang tidak tahu kalau menggunakan fasilitas gym ada jadwalnya dan perlu menunjukkan ktm. Sehingga informasi seperti ini perlu disampaikan oleh orang yg berjaga.,Olahraga,2024
id,4.0,-,Olahraga,2024
id,,"Untuk keramik yang kolam renang bisa diperbaiki ya, karena banyak yang copot dan bisa sebabkan luka",Olahraga,2024
id,3.3333333333333335,-,Olahraga,2024
id,,Tidak ada,Olahraga,2024
id,3.1666666666666665,Untuk kolam renang disediakan loker penyimpanan barang renang,Olahraga,2024
id,4.0,-,Olahraga,2024
id,4.0,-,Olahraga,2024
id,4.0,-,Olahraga,2024
id,3.5,msv diperbaiki,Olahraga,2024
id,,MSV di tambah kipas angin atau AC karena panas bgt,Olahraga,2024
id,3.1666666666666665,Akses untuk mahasiswa lebih dipermudah,Olahraga,2024
id,2.6666666666666665,-,Olahraga,2024
id,,"Tolong MSV diperhatikan dan diperbaiki, jangan hanya Lapangan Basket saja yang selalu dibenahi.",Olahraga,2024
id,4.0,Tidak ada,Olahraga,2024
id,3.6666666666666665,"untuk MSV sirkulasi udaranya kurang jadinya pengap, pencahayaan tidak terang pada malam hari, lantai futsal ada yang robek dan bisa membahayakan.",Olahraga,2024
id,,"Terkadang jadwalnya bentrokkan dengan jadwal staff, terutama di hari jumat sehingga saya sering diusir staff. Padahal di jadwal UPH boleh menggunakan MSVnya, tetapi di jadwal staff ada tulisan futsal only sehingga sering dikira pada jam tersebut hanya boleh menggunakan untuk futsal",Olahraga,2024
id,,Tidak adaa,Olahraga,2024
id,3.0,-,Olahraga,2024
id,,Belum ada -,Olahraga,2024
id,4.0,sudah baik,Olahraga,2024
id,3.3333333333333335,-,Olahraga,2024
id,2.8333333333333335,"Untuk MSV , netnya bolong - bolong, banyak nyamuk , dan yang paling parah karpetnya licin, menyusahkan para pemain badminton untuk bergerak",Olahraga,2024
id,3.8333333333333335,"Lengkap Fasilitasnya, Hanya saja terbatas waktunya",Olahraga,2024
id,4.0,Tempat nya dingin dan bagus,Olahraga,2024
id,4.0,-,Olahraga,2024
id,3.3333333333333335,Untuk MSV saran agar tdk terlalu panas,Olahraga,2024
id,,lebih diperhatikan dan dirawat untuk fasilitas MSV,Olahraga,2024
id,,fasilitas gym bisa ditambahkan,Olahraga,2024
id,,"alat gym di perbaharui, tempat badminton diluaskan",Olahraga,2024
id,,Lebih baik lagi kedepannya,Olahraga,2024
id,3.3333333333333335,Berharap bisa berenang saat hujan di kolam berenang uph,Olahraga,2024
id,3.3333333333333335,-,Olahraga,2024
id,3.0,baik,Olahraga,2024
id,3.8333333333333335,Sudah baik,Olahraga,2024
id,,Sudah cukup baik,Olahraga,2024
id,3.0,Di msv lapangan perlu di renovasi agar lebih baik jika digunakan,Olahraga,2024
id,2.3333333333333335,Msh bisa dikasih ventilasi agar tidak enggap,Olahraga,2024
id,,tidak ada,Olahraga,2024
id,3.0,-,Olahraga,2024
id,,Tolong dibersihkan kamar mandinya dengan benar serta peralatan gymnya,Olahraga,2024
id,,"Sebenarnya, terakhir saya menggunakan tempat olahraga terakhir ketika di sekolah di uphc. Menurut saya sudah baik fasilitasnya. Tapi di tempat main bultang, menurut saya mungkin butuh ada ruangan yang adem biar tidak sesak karena itu tertutup",Olahraga,2024
id,,Sangat puas dengan fasilitas yang ada karena dengan saya dapat berolahraga tubuh saya sehat-sehat selalu,Olahraga,2024
id,3.1666666666666665,Fasilitas olahraga di UPH cukup lengkap.,Olahraga,2024
id,3.0,terlalu lama renovasi lapangan bola dan lapangan msv yg masih banyak cacat serta licin,Olahraga,2024
id,3.0,"Untuk lapangan sepak bola cukup baik, tapi perbaikannya cukup memakan waktu sehingga dalam beberapa bulan ini tidak dapat digunakan terlebih lagi untuk keperluan UKM.",Olahraga,2024
id,,-,Olahraga,2024
id,3.0,-,Olahraga,2024
id,2.8333333333333335,"1. Tempat Gymnya kurang besar dan panas
2. Mungkin bisa di pisah lapangan badminton dan futsal
3. Lapangan bola volly di adakan",Olahraga,2024
id,,Mungkin untuk barang yang ketinggalan di lapangan basket bisa di simpan terlebih dahulu,Olahraga,2024
id,,Apakah kita memiliki semua fasilitas itu?,Olahraga,2024
id,2.0,Baik,Olahraga,2024
id,3.0,Sudah baik,Olahraga,2024
id,1.6666666666666667,Fasilitas gym ketinggalan zaman & beberapa alat sudah ber karat,Olahraga,2024
id,3.6666666666666665,-,Olahraga,2024
id,4.0,sudah baik,Olahraga,2024
id,,No barhrooms close to the soccer field. Some gym equipments are broken. The MSV seems a bit unmaintained.,Olahraga,2024
id,3.5,"Terkhusus untuk MSV , karpet lapangan sudah rusak, kemudian jaring jaring nya banyak yang lepas, ada sebagian lampu yang mati",Olahraga,2024
id,2.3333333333333335,-,Olahraga,2024
id,,tidak ada,Olahraga,2024
id,4.0,-,Olahraga,2024
id,3.1666666666666665,terus tingkatkan mutu ya,Olahraga,2024
id,,"lantai daripda multipurpose fieldnya banyak yang sobek, lebih baik dibenahi sebelum membahayakan pemain atau pengguna.",Olahraga,2024
id,,"Alat2 di gym tolong di perbarui, banyak yg karatan dan itu berbahaya.",Olahraga,2024
id,3.6666666666666665,Sudah Baik,Olahraga,2024
id,3.8333333333333335,"tidak ada, sudah baik",Olahraga,2024
id,3.5,-,Olahraga,2024
id,3.0,-,Olahraga,2024
id,3.0,Sudah baik,Olahraga,2024
id,,Menurut saya untuk fasilitas fasilitas ohlaraga nya sudah cukup baik,Olahraga,2024
id,3.1666666666666665,sudah bagus,Olahraga,2024
id,3.0,-,Olahraga,2024
id,3.5,Sangat baik,Olahraga,2024
id,3.6666666666666665,-,Olahraga,2024
id,,"Soccer field: the field was taken off without the agreement of the students and was not given an appropriate alternative. 

MSV: floor is slippery and humid environment",Olahraga,2024
id,,untuk lapangan olahraganya terlalu bland. Untuk gymnya setidaknya ada timbangan berat badan supaya bisa dilihat perkembangan,Olahraga,2024
id,,Kalo untuk fasilitas olahraga kususun ya lapangan sepak bola ya kalo bisa rumput nya di perbaiki lagi ga biar aliran bola nya lancar. Kalo untuk layanan ya sudah cukup.,Olahraga,2024
id,,Khusus MSV tolong perbaiki sirkulasi udara dan lantai lapangan yang sudah mulai rusak,Olahraga,2024
id,4.0,sudah bagus,Olahraga,2024
id,,"Saya biasanya sering main dimsv dan sudah diketahui oleh umum bahwa msv sangat buruk, dari lantai , udara,  atap , net dan tiang",Olahraga,2024
id,2.5,Bisa ditambahkan lagi mesin agar lebih mudah pemula untuk olahraga dan ventilasi tambah punching bad untuk latihan self defence akan lebih baik lagi,Olahraga,2024
id,3.5,kolam renangnya kedalaman,Olahraga,2024
id,3.8333333333333335,Sudah sangat baik,Olahraga,2024
id,,bagus,Olahraga,2024
id,,Perbarui alat-alat gym perlengkap dan berikan variasi alat gym + memperhatikan wangi ruangan kebersihan dan kelayakan alat,Olahraga,2024
id,,Untuk ruang GYM bisa lebih di perluas karna terlalu kecil,Olahraga,2024
id,3.1666666666666665,Sudah baik,Olahraga,2024
